dataset	algorithm	proc	n_edges	GS_src	precision	recall	fscore
sridharan_FBS	SCENIC	normalized	10000	mESC_logof	0.1558	0.0498	0.0755
sridharan_FBS	SCENIC	normalized	30000	mESC_logof	0.1290	0.1237	0.1263
sridharan_FBS	SCENIC	normalized	50000	mESC_logof	0.1180	0.1887	0.1452
sridharan_FBS	SCENIC	normalized	100	mESC_nishiyama	0.0900	0.0002	0.0004
sridharan_FBS	SCENIC	normalized	300	mESC_nishiyama	0.0867	0.0006	0.0012
sridharan_FBS	SCENIC	normalized	500	mESC_nishiyama	0.0700	0.0008	0.0016
sridharan_FBS	SCENIC	normalized	1000	mESC_nishiyama	0.0730	0.0017	0.0033
sridharan_FBS	SCENIC	normalized	3000	mESC_nishiyama	0.0760	0.0053	0.0099
sridharan_FBS	SCENIC	normalized	5000	mESC_nishiyama	0.0740	0.0086	0.0154
sridharan_FBS	SCENIC	normalized	10000	mESC_nishiyama	0.0701	0.0163	0.0264
sridharan_FBS	SCENIC	normalized	30000	mESC_nishiyama	0.0622	0.0434	0.0511
sridharan_FBS	SCENIC	normalized	50000	mESC_nishiyama	0.0576	0.0670	0.0620
sridharan_FBS	SCENIC	normalized	100	mESC_KDUnion	0.1300	0.0002	0.0005
sridharan_FBS	SCENIC	normalized	300	mESC_KDUnion	0.1000	0.0005	0.0011
sridharan_FBS	SCENIC	normalized	500	mESC_KDUnion	0.0920	0.0008	0.0017
sridharan_FBS	SCENIC	normalized	1000	mESC_KDUnion	0.1000	0.0018	0.0036
sridharan_FBS	SCENIC	normalized	3000	mESC_KDUnion	0.1087	0.0059	0.0112
sridharan_FBS	SCENIC	normalized	5000	mESC_KDUnion	0.1092	0.0099	0.0182
sridharan_FBS	SCENIC	normalized	10000	mESC_KDUnion	0.1020	0.0185	0.0313
sridharan_FBS	SCENIC	normalized	30000	mESC_KDUnion	0.0911	0.0496	0.0642
sridharan_FBS	SCENIC	normalized	50000	mESC_KDUnion	0.0826	0.0750	0.0786
sridharan_FBS	SCENIC	normalized	100	mESC_chipunion_KDUnion_intersect	0.2200	0.0032	0.0063
sridharan_FBS	SCENIC	normalized	300	mESC_chipunion_KDUnion_intersect	0.1933	0.0084	0.0161
sridharan_FBS	SCENIC	normalized	500	mESC_chipunion_KDUnion_intersect	0.1960	0.0142	0.0264
sridharan_FBS	SCENIC	normalized	1000	mESC_chipunion_KDUnion_intersect	0.1740	0.0252	0.0440
sridharan_FBS	SCENIC	normalized	3000	mESC_chipunion_KDUnion_intersect	0.1430	0.0621	0.0866
sridharan_FBS	SCENIC	normalized	5000	mESC_chipunion_KDUnion_intersect	0.1262	0.0913	0.1059
sridharan_FBS	SCENIC	normalized	10000	mESC_chipunion_KDUnion_intersect	0.1082	0.1565	0.1280
sridharan_FBS	SCENIC	normalized	30000	mESC_chipunion_KDUnion_intersect	0.0775	0.3362	0.1259
sridharan_FBS	SCENIC	normalized	50000	mESC_chipunion_KDUnion_intersect	0.0726	0.4213	0.1239
sridharan_FBS	SCENIC	normalized	100	mESC_ATAC_Day4Day6Union	0.1600	0.0004	0.0007
sridharan_FBS	SCENIC	normalized	300	mESC_ATAC_Day4Day6Union	0.1733	0.0012	0.0024
sridharan_FBS	SCENIC	normalized	500	mESC_ATAC_Day4Day6Union	0.1700	0.0020	0.0039
sridharan_FBS	SCENIC	normalized	1000	mESC_ATAC_Day4Day6Union	0.1550	0.0036	0.0071
sridharan_FBS	SCENIC	normalized	3000	mESC_ATAC_Day4Day6Union	0.1570	0.0111	0.0207
sridharan_FBS	SCENIC	normalized	5000	mESC_ATAC_Day4Day6Union	0.1524	0.0179	0.0320
sridharan_FBS	SCENIC	normalized	10000	mESC_ATAC_Day4Day6Union	0.1391	0.0327	0.0529
sridharan_FBS	SCENIC	normalized	30000	mESC_ATAC_Day4Day6Union	0.1277	0.0900	0.1056
sridharan_FBS	SCENIC	normalized	50000	mESC_ATAC_Day4Day6Union	0.1223	0.1436	0.1321
sridharan_FBS	SCENIC	normalized	100	mESC_lit	0.3100	0.1574	0.2088
sridharan_FBS	SCENIC	normalized	300	mESC_lit	0.2267	0.3452	0.2736
sridharan_FBS	SCENIC	normalized	500	mESC_lit	0.1820	0.4619	0.2611
sridharan_FBS	SCENIC	normalized	1000	mESC_lit	0.1330	0.6751	0.2222
sridharan_FBS	SCENIC	normalized	3000	mESC_lit	0.1347	0.7107	0.2265
sridharan_FBS	SCENIC	normalized	5000	mESC_lit	0.1347	0.7107	0.2265
sridharan_FBS	SCENIC	normalized	10000	mESC_lit	0.1347	0.7107	0.2265
sridharan_FBS	SCENIC	normalized	30000	mESC_lit	0.1347	0.7107	0.2265
sridharan_FBS	SCENIC	normalized	50000	mESC_lit	0.1347	0.7107	0.2265
shalek_GSE48968	SCENIC	normalized	100	mDC_chipunion	0.8600	0.0018	0.0036
shalek_GSE48968	SCENIC	normalized	300	mDC_chipunion	0.7533	0.0047	0.0094
shalek_GSE48968	SCENIC	normalized	500	mDC_chipunion	0.7520	0.0078	0.0155
shalek_GSE48968	SCENIC	normalized	1000	mDC_chipunion	0.7240	0.0151	0.0296
shalek_GSE48968	SCENIC	normalized	3000	mDC_chipunion	0.6303	0.0394	0.0742
shalek_GSE48968	SCENIC	normalized	5000	mDC_chipunion	0.5802	0.0605	0.1096
shalek_GSE48968	SCENIC	normalized	10000	mDC_chipunion	0.5341	0.1114	0.1843
shalek_GSE48968	SCENIC	normalized	30000	mDC_chipunion	0.5062	0.2235	0.3101
shalek_GSE48968	SCENIC	normalized	50000	mDC_chipunion	0.5062	0.2235	0.3101
shalek_GSE48968	SCENIC	normalized	100	mDC_KDUnion	0.6300	0.0009	0.0017
shalek_GSE48968	SCENIC	normalized	300	mDC_KDUnion	0.6400	0.0027	0.0053
shalek_GSE48968	SCENIC	normalized	500	mDC_KDUnion	0.6780	0.0047	0.0094
shalek_GSE48968	SCENIC	normalized	1000	mDC_KDUnion	0.6700	0.0093	0.0184
shalek_GSE48968	SCENIC	normalized	3000	mDC_KDUnion	0.6243	0.0260	0.0500
shalek_GSE48968	SCENIC	normalized	5000	mDC_KDUnion	0.5936	0.0413	0.0772
shalek_GSE48968	SCENIC	normalized	10000	mDC_KDUnion	0.5505	0.0765	0.1344
shalek_GSE48968	SCENIC	normalized	30000	mDC_KDUnion	0.5189	0.2164	0.3055
shalek_GSE48968	SCENIC	normalized	50000	mDC_KDUnion	0.5161	0.2214	0.3099
shalek_GSE48968	SCENIC	normalized	100	mDC_chipunion_KDUnion_intersect	0.7900	0.0023	0.0046
shalek_GSE48968	SCENIC	normalized	300	mDC_chipunion_KDUnion_intersect	0.7300	0.0064	0.0127
shalek_GSE48968	SCENIC	normalized	500	mDC_chipunion_KDUnion_intersect	0.7300	0.0107	0.0211
shalek_GSE48968	SCENIC	normalized	1000	mDC_chipunion_KDUnion_intersect	0.6930	0.0204	0.0395
shalek_GSE48968	SCENIC	normalized	3000	mDC_chipunion_KDUnion_intersect	0.5973	0.0526	0.0967
shalek_GSE48968	SCENIC	normalized	5000	mDC_chipunion_KDUnion_intersect	0.5430	0.0797	0.1390
shalek_GSE48968	SCENIC	normalized	10000	mDC_chipunion_KDUnion_intersect	0.4971	0.1460	0.2257
shalek_GSE48968	SCENIC	normalized	30000	mDC_chipunion_KDUnion_intersect	0.4752	0.2547	0.3317
shalek_GSE48968	SCENIC	normalized	50000	mDC_chipunion_KDUnion_intersect	0.4752	0.2547	0.3317
zhao_GSE114952	SCENIC	normalized	100	mESC_escapechip	0.5800	0.0012	0.0024
zhao_GSE114952	SCENIC	normalized	300	mESC_escapechip	0.4667	0.0029	0.0057
zhao_GSE114952	SCENIC	normalized	500	mESC_escapechip	0.4340	0.0045	0.0088
zhao_GSE114952	SCENIC	normalized	1000	mESC_escapechip	0.3920	0.0081	0.0158
zhao_GSE114952	SCENIC	normalized	3000	mESC_escapechip	0.3210	0.0198	0.0373
zhao_GSE114952	SCENIC	normalized	5000	mESC_escapechip	0.2866	0.0295	0.0535
zhao_GSE114952	SCENIC	normalized	10000	mESC_escapechip	0.2502	0.0515	0.0854
zhao_GSE114952	SCENIC	normalized	30000	mESC_escapechip	0.2174	0.1342	0.1659
zhao_GSE114952	SCENIC	normalized	50000	mESC_escapechip	0.2009	0.2067	0.2038
zhao_GSE114952	SCENIC	normalized	100	mESC_encodechip	0.2900	0.0093	0.0181
zhao_GSE114952	SCENIC	normalized	300	mESC_encodechip	0.2800	0.0271	0.0494
zhao_GSE114952	SCENIC	normalized	500	mESC_encodechip	0.3020	0.0487	0.0838
zhao_GSE114952	SCENIC	normalized	1000	mESC_encodechip	0.2680	0.0864	0.1306
zhao_GSE114952	SCENIC	normalized	3000	mESC_encodechip	0.2227	0.2153	0.2189
zhao_GSE114952	SCENIC	normalized	5000	mESC_encodechip	0.2116	0.3410	0.2611
zhao_GSE114952	SCENIC	normalized	10000	mESC_encodechip	0.1969	0.6345	0.3005
zhao_GSE114952	SCENIC	normalized	30000	mESC_encodechip	0.1954	0.7038	0.3058
zhao_GSE114952	SCENIC	normalized	50000	mESC_encodechip	0.1954	0.7038	0.3058
zhao_GSE114952	SCENIC	normalized	100	mESC_chipunion	0.5800	0.0012	0.0023
zhao_GSE114952	SCENIC	normalized	300	mESC_chipunion	0.4767	0.0029	0.0057
zhao_GSE114952	SCENIC	normalized	500	mESC_chipunion	0.4480	0.0045	0.0090
zhao_GSE114952	SCENIC	normalized	1000	mESC_chipunion	0.4060	0.0082	0.0161
zhao_GSE114952	SCENIC	normalized	3000	mESC_chipunion	0.3353	0.0203	0.0384
zhao_GSE114952	SCENIC	normalized	5000	mESC_chipunion	0.3002	0.0304	0.0551
zhao_GSE114952	SCENIC	normalized	10000	mESC_chipunion	0.2616	0.0529	0.0880
zhao_GSE114952	SCENIC	normalized	30000	mESC_chipunion	0.2257	0.1369	0.1705
zhao_GSE114952	SCENIC	normalized	50000	mESC_chipunion	0.2074	0.2097	0.2086
zhao_GSE114952	SCENIC	normalized	100	mESC_logof	0.2700	0.0005	0.0010
zhao_GSE114952	SCENIC	normalized	300	mESC_logof	0.2833	0.0015	0.0030
zhao_GSE114952	SCENIC	normalized	500	mESC_logof	0.2600	0.0023	0.0046
zhao_GSE114952	SCENIC	normalized	1000	mESC_logof	0.2480	0.0044	0.0087
zhao_GSE114952	SCENIC	normalized	3000	mESC_logof	0.2243	0.0120	0.0227
zhao_GSE114952	SCENIC	normalized	5000	mESC_logof	0.2158	0.0192	0.0352
zhao_GSE114952	SCENIC	normalized	10000	mESC_logof	0.1930	0.0343	0.0582
zhao_GSE114952	SCENIC	normalized	30000	mESC_logof	0.1624	0.0866	0.1129
zhao_GSE114952	SCENIC	normalized	50000	mESC_logof	0.1499	0.1332	0.1411
zhao_GSE114952	SCENIC	normalized	100	mESC_nishiyama	0.2300	0.0003	0.0005
zhao_GSE114952	SCENIC	normalized	300	mESC_nishiyama	0.2367	0.0008	0.0017
zhao_GSE114952	SCENIC	normalized	500	mESC_nishiyama	0.2060	0.0012	0.0024
zhao_GSE114952	SCENIC	normalized	1000	mESC_nishiyama	0.1930	0.0023	0.0045
zhao_GSE114952	SCENIC	normalized	3000	mESC_nishiyama	0.1730	0.0062	0.0119
zhao_GSE114952	SCENIC	normalized	5000	mESC_nishiyama	0.1680	0.0100	0.0189
zhao_GSE114952	SCENIC	normalized	10000	mESC_nishiyama	0.1496	0.0178	0.0319
zhao_GSE114952	SCENIC	normalized	30000	mESC_nishiyama	0.1212	0.0433	0.0638
zhao_GSE114952	SCENIC	normalized	50000	mESC_nishiyama	0.1089	0.0649	0.0813
zhao_GSE114952	SCENIC	normalized	100	mESC_KDUnion	0.2300	0.0002	0.0004
zhao_GSE114952	SCENIC	normalized	300	mESC_KDUnion	0.2967	0.0009	0.0017
zhao_GSE114952	SCENIC	normalized	500	mESC_KDUnion	0.2620	0.0013	0.0025
zhao_GSE114952	SCENIC	normalized	1000	mESC_KDUnion	0.2480	0.0024	0.0047
zhao_GSE114952	SCENIC	normalized	3000	mESC_KDUnion	0.2157	0.0062	0.0121
zhao_GSE114952	SCENIC	normalized	5000	mESC_KDUnion	0.2028	0.0098	0.0186
zhao_GSE114952	SCENIC	normalized	10000	mESC_KDUnion	0.1852	0.0178	0.0325
zhao_GSE114952	SCENIC	normalized	30000	mESC_KDUnion	0.1512	0.0436	0.0677
zhao_GSE114952	SCENIC	normalized	50000	mESC_KDUnion	0.1344	0.0646	0.0873
zhao_GSE114952	SCENIC	normalized	100	mESC_chipunion_KDUnion_intersect	0.4700	0.0052	0.0103
zhao_GSE114952	SCENIC	normalized	300	mESC_chipunion_KDUnion_intersect	0.3633	0.0121	0.0234
zhao_GSE114952	SCENIC	normalized	500	mESC_chipunion_KDUnion_intersect	0.3340	0.0185	0.0351
zhao_GSE114952	SCENIC	normalized	1000	mESC_chipunion_KDUnion_intersect	0.2780	0.0309	0.0556
zhao_GSE114952	SCENIC	normalized	3000	mESC_chipunion_KDUnion_intersect	0.2027	0.0675	0.1013
zhao_GSE114952	SCENIC	normalized	5000	mESC_chipunion_KDUnion_intersect	0.1720	0.0955	0.1228
zhao_GSE114952	SCENIC	normalized	10000	mESC_chipunion_KDUnion_intersect	0.1408	0.1563	0.1481
zhao_GSE114952	SCENIC	normalized	30000	mESC_chipunion_KDUnion_intersect	0.1061	0.3534	0.1632
zhao_GSE114952	SCENIC	normalized	50000	mESC_chipunion_KDUnion_intersect	0.0881	0.4891	0.1493
zhao_GSE114952	SCENIC	normalized	100	mESC_ATAC_Day4Day6Union	0.1200	0.0002	0.0004
zhao_GSE114952	SCENIC	normalized	300	mESC_ATAC_Day4Day6Union	0.1300	0.0006	0.0012
zhao_GSE114952	SCENIC	normalized	500	mESC_ATAC_Day4Day6Union	0.1180	0.0009	0.0018
zhao_GSE114952	SCENIC	normalized	1000	mESC_ATAC_Day4Day6Union	0.1320	0.0020	0.0040
zhao_GSE114952	SCENIC	normalized	3000	mESC_ATAC_Day4Day6Union	0.1303	0.0060	0.0114
zhao_GSE114952	SCENIC	normalized	5000	mESC_ATAC_Day4Day6Union	0.1292	0.0099	0.0183
zhao_GSE114952	SCENIC	normalized	10000	mESC_ATAC_Day4Day6Union	0.1291	0.0197	0.0342
zhao_GSE114952	SCENIC	normalized	30000	mESC_ATAC_Day4Day6Union	0.1253	0.0575	0.0788
zhao_GSE114952	SCENIC	normalized	50000	mESC_ATAC_Day4Day6Union	0.1229	0.0940	0.1065
zhao_GSE114952	SCENIC	normalized	100	mESC_lit	0.3600	0.1756	0.2361
zhao_GSE114952	SCENIC	normalized	300	mESC_lit	0.2333	0.3415	0.2772
zhao_GSE114952	SCENIC	normalized	500	mESC_lit	0.1820	0.4439	0.2582
zhao_GSE114952	SCENIC	normalized	1000	mESC_lit	0.1390	0.6780	0.2307
zhao_GSE114952	SCENIC	normalized	3000	mESC_lit	0.1248	0.8195	0.2166
zhao_GSE114952	SCENIC	normalized	5000	mESC_lit	0.1248	0.8195	0.2166
zhao_GSE114952	SCENIC	normalized	10000	mESC_lit	0.1248	0.8195	0.2166
zhao_GSE114952	SCENIC	normalized	30000	mESC_lit	0.1248	0.8195	0.2166
zhao_GSE114952	SCENIC	normalized	50000	mESC_lit	0.1248	0.8195	0.2166
jackson_GSE125162	SCENIC	normalized	100	hu	0.0200	0.0002	0.0004
jackson_GSE125162	SCENIC	normalized	300	hu	0.0167	0.0005	0.0010
jackson_GSE125162	SCENIC	normalized	500	hu	0.0140	0.0007	0.0014
jackson_GSE125162	SCENIC	normalized	1000	hu	0.0110	0.0012	0.0021
jackson_GSE125162	SCENIC	normalized	3000	hu	0.0100	0.0032	0.0048
jackson_GSE125162	SCENIC	normalized	5000	hu	0.0096	0.0051	0.0066
jackson_GSE125162	SCENIC	normalized	10000	hu	0.0112	0.0119	0.0115
jackson_GSE125162	SCENIC	normalized	30000	hu	0.0139	0.0440	0.0211
jackson_GSE125162	SCENIC	normalized	50000	hu	0.0146	0.0771	0.0245
jackson_GSE125162	SCENIC	normalized	100	mac2	0.2200	0.0060	0.0117
jackson_GSE125162	SCENIC	normalized	300	mac2	0.1300	0.0107	0.0197
jackson_GSE125162	SCENIC	normalized	500	mac2	0.0980	0.0134	0.0236
jackson_GSE125162	SCENIC	normalized	1000	mac2	0.0660	0.0180	0.0283
jackson_GSE125162	SCENIC	normalized	3000	mac2	0.0477	0.0391	0.0429
jackson_GSE125162	SCENIC	normalized	5000	mac2	0.0416	0.0568	0.0480
jackson_GSE125162	SCENIC	normalized	10000	mac2	0.0328	0.0896	0.0480
jackson_GSE125162	SCENIC	normalized	30000	mac2	0.0255	0.2093	0.0455
jackson_GSE125162	SCENIC	normalized	50000	mac2	0.0222	0.3036	0.0414
jackson_GSE125162	SCENIC	normalized	100	yeastract_c3	0.2300	0.0063	0.0122
jackson_GSE125162	SCENIC	normalized	300	yeastract_c3	0.1433	0.0117	0.0216
jackson_GSE125162	SCENIC	normalized	500	yeastract_c3	0.1100	0.0150	0.0264
jackson_GSE125162	SCENIC	normalized	1000	yeastract_c3	0.0740	0.0201	0.0317
jackson_GSE125162	SCENIC	normalized	3000	yeastract_c3	0.0547	0.0446	0.0491
jackson_GSE125162	SCENIC	normalized	5000	yeastract_c3	0.0454	0.0618	0.0523
jackson_GSE125162	SCENIC	normalized	10000	yeastract_c3	0.0363	0.0988	0.0531
jackson_GSE125162	SCENIC	normalized	30000	yeastract_c3	0.0235	0.1922	0.0419
jackson_GSE125162	SCENIC	normalized	50000	yeastract_c3	0.0201	0.2735	0.0374
jackson_GSE125162	SCENIC	normalized	100	yeastract_t2	0.2000	0.0049	0.0096
jackson_GSE125162	SCENIC	normalized	300	yeastract_t2	0.1467	0.0109	0.0202
jackson_GSE125162	SCENIC	normalized	500	yeastract_t2	0.1100	0.0136	0.0242
jackson_GSE125162	SCENIC	normalized	1000	yeastract_t2	0.0750	0.0185	0.0297
jackson_GSE125162	SCENIC	normalized	3000	yeastract_t2	0.0577	0.0427	0.0491
jackson_GSE125162	SCENIC	normalized	5000	yeastract_t2	0.0480	0.0593	0.0531
jackson_GSE125162	SCENIC	normalized	10000	yeastract_t2	0.0359	0.0887	0.0511
jackson_GSE125162	SCENIC	normalized	30000	yeastract_t2	0.0231	0.1709	0.0406
jackson_GSE125162	SCENIC	normalized	50000	yeastract_t2	0.0199	0.2460	0.0369
jackson_GSE125162	SCENIC	normalized	100	yeast_chipunion	0.2400	0.0010	0.0020
jackson_GSE125162	SCENIC	normalized	300	yeast_chipunion	0.1833	0.0023	0.0045
jackson_GSE125162	SCENIC	normalized	500	yeast_chipunion	0.1400	0.0029	0.0056
jackson_GSE125162	SCENIC	normalized	1000	yeast_chipunion	0.1010	0.0041	0.0080
jackson_GSE125162	SCENIC	normalized	3000	yeast_chipunion	0.0693	0.0085	0.0152
jackson_GSE125162	SCENIC	normalized	5000	yeast_chipunion	0.0634	0.0130	0.0216
jackson_GSE125162	SCENIC	normalized	10000	yeast_chipunion	0.0531	0.0218	0.0309
jackson_GSE125162	SCENIC	normalized	30000	yeast_chipunion	0.0433	0.0534	0.0478
jackson_GSE125162	SCENIC	normalized	50000	yeast_chipunion	0.0405	0.0832	0.0545
jackson_GSE125162	SCENIC	normalized	100	yeast_KDUnion	0.2400	0.0009	0.0018
jackson_GSE125162	SCENIC	normalized	300	yeast_KDUnion	0.2133	0.0023	0.0046
jackson_GSE125162	SCENIC	normalized	500	yeast_KDUnion	0.1720	0.0031	0.0062
jackson_GSE125162	SCENIC	normalized	1000	yeast_KDUnion	0.1230	0.0045	0.0087
jackson_GSE125162	SCENIC	normalized	3000	yeast_KDUnion	0.0773	0.0085	0.0153
jackson_GSE125162	SCENIC	normalized	5000	yeast_KDUnion	0.0668	0.0122	0.0207
jackson_GSE125162	SCENIC	normalized	10000	yeast_KDUnion	0.0602	0.0220	0.0323
jackson_GSE125162	SCENIC	normalized	30000	yeast_KDUnion	0.0432	0.0474	0.0452
jackson_GSE125162	SCENIC	normalized	50000	yeast_KDUnion	0.0376	0.0689	0.0487
jackson_GSE125162	SCENIC	normalized	100	yeast_chipunion_KDUnion_intersect	0.1300	0.0049	0.0094
jackson_GSE125162	SCENIC	normalized	300	yeast_chipunion_KDUnion_intersect	0.0800	0.0090	0.0162
jackson_GSE125162	SCENIC	normalized	500	yeast_chipunion_KDUnion_intersect	0.0620	0.0117	0.0197
jackson_GSE125162	SCENIC	normalized	1000	yeast_chipunion_KDUnion_intersect	0.0450	0.0169	0.0246
jackson_GSE125162	SCENIC	normalized	3000	yeast_chipunion_KDUnion_intersect	0.0377	0.0426	0.0400
jackson_GSE125162	SCENIC	normalized	5000	yeast_chipunion_KDUnion_intersect	0.0330	0.0621	0.0431
jackson_GSE125162	SCENIC	normalized	10000	yeast_chipunion_KDUnion_intersect	0.0280	0.1055	0.0443
jackson_GSE125162	SCENIC	normalized	30000	yeast_chipunion_KDUnion_intersect	0.0210	0.2373	0.0386
jackson_GSE125162	SCENIC	normalized	50000	yeast_chipunion_KDUnion_intersect	0.0186	0.3499	0.0353
gasch_GSE102475	SCODE	normalized	100	hu	0.0800	0.0013	0.0025
gasch_GSE102475	SCODE	normalized	300	hu	0.0633	0.0030	0.0057
gasch_GSE102475	SCODE	normalized	500	hu	0.0760	0.0060	0.0111
gasch_GSE102475	SCODE	normalized	1000	hu	0.0660	0.0104	0.0179
gasch_GSE102475	SCODE	normalized	3000	hu	0.0593	0.0280	0.0380
gasch_GSE102475	SCODE	normalized	5000	hu	0.0604	0.0474	0.0531
gasch_GSE102475	SCODE	normalized	10000	hu	0.0572	0.0898	0.0699
gasch_GSE102475	SCODE	normalized	30000	hu	0.0460	0.2169	0.0759
gasch_GSE102475	SCODE	normalized	50000	hu	0.0421	0.3306	0.0747
gasch_GSE102475	SCODE	normalized	100	mac2	0.0500	0.0023	0.0044
gasch_GSE102475	SCODE	normalized	300	mac2	0.0433	0.0059	0.0105
gasch_GSE102475	SCODE	normalized	500	mac2	0.0380	0.0087	0.0141
gasch_GSE102475	SCODE	normalized	1000	mac2	0.0350	0.0160	0.0220
gasch_GSE102475	SCODE	normalized	3000	mac2	0.0307	0.0421	0.0355
gasch_GSE102475	SCODE	normalized	5000	mac2	0.0298	0.0682	0.0415
gasch_GSE102475	SCODE	normalized	10000	mac2	0.0273	0.1249	0.0448
gasch_GSE102475	SCODE	normalized	30000	mac2	0.0236	0.3239	0.0440
gasch_GSE102475	SCODE	normalized	50000	mac2	0.0224	0.5124	0.0429
gasch_GSE102475	SCODE	normalized	100	yeastract_c3	0.0400	0.0017	0.0033
gasch_GSE102475	SCODE	normalized	300	yeastract_c3	0.0467	0.0060	0.0106
gasch_GSE102475	SCODE	normalized	500	yeastract_c3	0.0400	0.0086	0.0141
gasch_GSE102475	SCODE	normalized	1000	yeastract_c3	0.0410	0.0176	0.0246
gasch_GSE102475	SCODE	normalized	3000	yeastract_c3	0.0323	0.0416	0.0364
gasch_GSE102475	SCODE	normalized	5000	yeastract_c3	0.0324	0.0695	0.0442
gasch_GSE102475	SCODE	normalized	10000	yeastract_c3	0.0337	0.1445	0.0547
gasch_GSE102475	SCODE	normalized	30000	yeastract_c3	0.0296	0.3804	0.0549
gasch_GSE102475	SCODE	normalized	50000	yeastract_c3	0.0264	0.5652	0.0504
gasch_GSE102475	SCODE	normalized	100	yeastract_t2	0.0300	0.0012	0.0022
gasch_GSE102475	SCODE	normalized	300	yeastract_t2	0.0533	0.0062	0.0112
gasch_GSE102475	SCODE	normalized	500	yeastract_t2	0.0480	0.0093	0.0157
gasch_GSE102475	SCODE	normalized	1000	yeastract_t2	0.0460	0.0179	0.0258
gasch_GSE102475	SCODE	normalized	3000	yeastract_t2	0.0383	0.0448	0.0413
gasch_GSE102475	SCODE	normalized	5000	yeastract_t2	0.0406	0.0791	0.0537
gasch_GSE102475	SCODE	normalized	10000	yeastract_t2	0.0392	0.1527	0.0624
gasch_GSE102475	SCODE	normalized	30000	yeastract_t2	0.0330	0.3853	0.0607
gasch_GSE102475	SCODE	normalized	50000	yeastract_t2	0.0288	0.5606	0.0547
gasch_GSE102475	SCODE	normalized	100	yeast_chipunion	0.0600	0.0005	0.0010
gasch_GSE102475	SCODE	normalized	300	yeast_chipunion	0.0933	0.0023	0.0044
gasch_GSE102475	SCODE	normalized	500	yeast_chipunion	0.0880	0.0036	0.0069
gasch_GSE102475	SCODE	normalized	1000	yeast_chipunion	0.1000	0.0081	0.0150
gasch_GSE102475	SCODE	normalized	3000	yeast_chipunion	0.0803	0.0196	0.0315
gasch_GSE102475	SCODE	normalized	5000	yeast_chipunion	0.0728	0.0295	0.0420
gasch_GSE102475	SCODE	normalized	10000	yeast_chipunion	0.0699	0.0567	0.0626
gasch_GSE102475	SCODE	normalized	30000	yeast_chipunion	0.0600	0.1461	0.0851
gasch_GSE102475	SCODE	normalized	50000	yeast_chipunion	0.0557	0.2260	0.0893
gasch_GSE102475	SCODE	normalized	100	yeast_KDUnion	0.1100	0.0007	0.0013
gasch_GSE102475	SCODE	normalized	300	yeast_KDUnion	0.1033	0.0019	0.0037
gasch_GSE102475	SCODE	normalized	500	yeast_KDUnion	0.1040	0.0032	0.0061
gasch_GSE102475	SCODE	normalized	1000	yeast_KDUnion	0.0940	0.0057	0.0108
gasch_GSE102475	SCODE	normalized	3000	yeast_KDUnion	0.0877	0.0160	0.0271
gasch_GSE102475	SCODE	normalized	5000	yeast_KDUnion	0.0886	0.0270	0.0414
gasch_GSE102475	SCODE	normalized	10000	yeast_KDUnion	0.0903	0.0550	0.0684
gasch_GSE102475	SCODE	normalized	30000	yeast_KDUnion	0.0794	0.1451	0.1026
gasch_GSE102475	SCODE	normalized	50000	yeast_KDUnion	0.0725	0.2209	0.1092
gasch_GSE102475	SCODE	normalized	100	yeast_chipunion_KDUnion_intersect	0.0300	0.0017	0.0032
gasch_GSE102475	SCODE	normalized	300	yeast_chipunion_KDUnion_intersect	0.0400	0.0067	0.0115
gasch_GSE102475	SCODE	normalized	500	yeast_chipunion_KDUnion_intersect	0.0400	0.0111	0.0174
gasch_GSE102475	SCODE	normalized	1000	yeast_chipunion_KDUnion_intersect	0.0400	0.0223	0.0286
gasch_GSE102475	SCODE	normalized	3000	yeast_chipunion_KDUnion_intersect	0.0323	0.0540	0.0405
gasch_GSE102475	SCODE	normalized	5000	yeast_chipunion_KDUnion_intersect	0.0360	0.1003	0.0530
gasch_GSE102475	SCODE	normalized	10000	yeast_chipunion_KDUnion_intersect	0.0346	0.1928	0.0587
gasch_GSE102475	SCODE	normalized	30000	yeast_chipunion_KDUnion_intersect	0.0286	0.4786	0.0540
gasch_GSE102475	SCODE	normalized	50000	yeast_chipunion_KDUnion_intersect	0.0252	0.7025	0.0487
han_GSE107552	SCODE	normalized	100	hESC_encodechip	0.7900	0.0006	0.0012
han_GSE107552	SCODE	normalized	300	hESC_encodechip	0.7033	0.0017	0.0033
han_GSE107552	SCODE	normalized	500	hESC_encodechip	0.6600	0.0026	0.0051
han_GSE107552	SCODE	normalized	1000	hESC_encodechip	0.6440	0.0050	0.0100
han_GSE107552	SCODE	normalized	3000	hESC_encodechip	0.5910	0.0139	0.0271
han_GSE107552	SCODE	normalized	5000	hESC_encodechip	0.5732	0.0225	0.0432
han_GSE107552	SCODE	normalized	10000	hESC_encodechip	0.5541	0.0434	0.0805
han_GSE107552	SCODE	normalized	30000	hESC_encodechip	0.5284	0.1242	0.2011
han_GSE107552	SCODE	normalized	50000	hESC_encodechip	0.5148	0.2016	0.2897
han_GSE107552	SCODE	normalized	100	hESC_escapechip	0.1400	0.0003	0.0007
han_GSE107552	SCODE	normalized	300	hESC_escapechip	0.1567	0.0012	0.0023
han_GSE107552	SCODE	normalized	500	hESC_escapechip	0.1600	0.0020	0.0039
